id,message,category
2773,How do you see the market for this new week?,1
2774,Have a nice weekend bro,1
2775,"Has all kinds of games from NFTs to RPGs, MMORPGs",1
2776,Hey bro i can recommend you a new gaming platform IndiGG it's called,1
2777,👍,1
2778,"They are also currently doing free AMAs for presale projects, the next one is in just under 30 mins, have a look on their tg page to check it out 👍",1
2779,"If you haven't seen the site try out presaleworld to find all the new gems coming up,not just on pinksale but 5 other platforms at the same time and filter them on one screen.....that's just the 1st bit....",1
2780,"Hello everyone Is anyone doing NFT here? If yes, write in private messages",1
2781,dm me,1
2782,de me,1
2783,"Have a great weekend bros!
Btw MoonFit has a very nice event recently where you can get a special gift a hoodie if you're lucky enough, check it out now!!",1
2784,👍,1
2785,CDOG is a great project,1
2786,Hi everyone,1
2787,DM ME,1
2788,"hello, I'm  sofie, financial assistant of the SFC UK Project . we are hiring part time- and full time jobs.  we are looking for people who want to earn  100 to 500 dollars in a day .",1
2789,Check Utopia privacy coin is available in 1856 online marketplaces.  Check it out on CMC and CG.,1
2790,"Cypherdog E-mail Encryption is now released with coupon code ""CEE1000 for the first 1k users.
You can now trade $CDOG /USDT on BitMart exchange.
Dyor",1
2791,Utopia's main priority is their ecosystem and services that are extremely secure and have a high level of privacy. As anonymity it is also the fast way to anonymous transactions with low fees.,1
2792,DM ME,1
2793,"Highly recommended exchange for your privacy coin. Use Crypton exchange for anonymous transaction. First native service ecosystem of Utopia. Private, Secure, and Untraceable.",1
2794,Hello,1
2795,"Yes, The Utopia native coin is minable. Crypton official ticker is crp.  This coin is designed to provide instant, untraceable,  and irreversible. HODL",1
2796,"Our company is currently looking for potential people who wants to earn more, you can do this full-time or part-time, we have a prediction team called as signal provider which provide us a plan to get an accuracy of 92% profit return and it's free of charge.
There is no minimum investment or funding required during your start up, any amount accepted.",1
2797,Have you tried using a Crypto exchange that does not require KYC? Go to Crypton exchange. First native service ecosystem of Utopia.,1
2798,DDDDDMMMMMMMM MMMMEEEE !!!!!!!!,1
2799,Please give me discord valid link,1
2800,Hello everyone,1
2801,Telegram restrictions sir😢,1
2802,Dm me,1
2803,What positions are available sir?,1
2804,🥰,1
2805,/safe 0x2d6Db613D76312E418C94ef615a9c7edb0549f9C,1
2806,"I'm recruiting for the crypto abuse team, if you're interested write to DM.📞",1
2807,/safe 0x2d6Db613D76312E418C94ef615a9c7edb0549f9C,1
2808,DDDDDDDDDMMMMMMMMM MEEEEEEEE!!!!!,1
2809,You would get banned very soon,1
2810,"Who are you 

People are trying to invest for the future and you are here trying to scam 
It's no longer funny",1
2811,DDDDDMMMM MMMEEEEEE !!!!!,1
2812,DDDDDDMMM MEEEE !!!,1
2813,I don’t take kindly to scammers,1
2814,Write here 1st,1
2815,Hello,1
2816,And don’t dm me,1
2817,I'll give you $100. write with private messages,1
2818,Who runs this TG please,1
2819,?,1
2820,Admin,1
2821,"Hello everyone am a binary Options trader And Account Manager, i go about enlightening people on how to make it big in binary trading for there is no risk involved, with a minimum startup investment you will get a fixed profit on a weekly Basis. I will definitely put you through on how you would go about it and you will earn huge income weekly in this.",1
2822,Good evning,1
2823,hello,1
2824,DDDDDDDDDDDDDMMMMMMM MEEEEEEEEEEEE !!!!!,1
2825,You can look up MutantFroggo on TG and join the community,1
2826,I need to join in so I don't FOMO at launch,1
2827,"And it's still growing lol, more investors are coming in day by day",1
2828,You wouldn't be here soliciting for members of your signals are always good..lolzz,1
2829,How many BNB has been raised in the pre-sale?,1
2830,Speak for yourself 😒,1
2831,You got a link to the community ?,1
2832,"The mutant froggo community had been growing massively towards the presale,",1
2833,Free signal = Scam..lolzz,1
2834,"Yeah, the community is massive and lively",1
2835,"😅😅😅,  I got lucky though.",1
2836,I will give you link to free signals,1
2837,"Exactly, this collaboration gave the project more publicity. The whales caught on it because of these platforms",1
2838,Over 41k members in the community,1
2839,hello,1
2840,Hello guys if trade with binance futures message me now,1
2841,About 35k community chasing 45 promo slots..hahaha,1
2842,"Nope, wasn't lucky enough",1
2843,"Sure, it commands a huge community following",1
2844,Fairlaunch started on the 14th and it will run through till 17th buddy,1
2845,"Lucky you man, were you able to get a spot at the presale promo?",1
2846,Lot's of whales would be in on this then,1
2847,Yeah it's  certainly will be long bullish investment if I can get the token now at presale or launch,1
2848,"It got prelisted on BinanceNFT, CMC and Bitmart. I think this is where the hype came from",1
2849,"Yeah, devs have been working endlessly with different communities",1
2850,Is it Launched yet?,1
2851,It is a tokenized NFT. You earn a native token for holding mutant froggo NFTs,1
2852,hello,1
2853,I think the idea behind the project is a good one.,1
2854,It's marketing had been great here both on twitter and tg,1
2855,"Yo man, I snipped on it from ama in one of my crypto group",1
2856,Yea. I have seen them hold couple of AMA's with good TG channels,1
2857,On pinksale ?,1
2858,What's so special about it?,1
2859,"Not shocked though, it's pretty much hyped",1
2860,I think i have seen it around,1
2861,Hello,1
2862,You know about it mate?,1
2863,This isn't new anymore... hahahaha,1
2864,Have you heard of mutant froggo ?,1
2865,Spill it mate,1
2866,Ok I will be interested in knowing that,1
2867,Hi Emily,1
2868,Hello,1
2869,"I got one tho, don't know if you're interested",1
2870,Do you work with one already at presale and doing quite well?,1
2871,"Depends, I'm looking for an NFT project to work with.",1
2872,You wanna be part of the dev team or admin?,1
2873,What does that mean?,1
2874,Good evning,1
2875,"Hi, what's up with you?",1
2876,"I'm recruiting for the crypto abuse team, if you're interested write to DM.📞",1
2877,hello,1
2878,Talk me,1
2879,DM me. let's talk about that,1
2880,Is this legit?,1
2881,Who want to earn more money in your spare time guys ?,1
2882,Is this not scam?,1
2883,I want to earn how?,1
2884,DDDDDDDMMMMMMMMM MMEEEE!!!,1
2885,DDDDDDDMMMMMMMMM MMEEEE!!!,1
2886,LoL scammer,1
2887,DDDDDMMMMM MEEEEE!!!!,1
2888,How you earn now?,1
2889,Sunday earn day!,1
2890,🤎,1
2891,💝,1
2892,bscstation are pleased to inform you that they will update a new version of the BSCStation Website on 17th October. BSCStation V2 is an improvement on the experience and will introduce to the community their new features!,1
2893,"hey, cuz some of you are asking about bscstation updates...",1
2894,Hello,1
2895,☺️,1
2896,No go away,1
2897,"Hey
Can u help me?",1
2898,Yes but for I only invest in it now I don't hold,1
2899,Hello there 😊,1
2900,heello,1
2901,Hello there how are you guys doing?,1
2902,"wait, how come you have a lot of ideas for them? haha yeah the minting for Astro Cars is still on going",1
2903,most of web3 games transitioned to that! is this something related to racing games? I heard that the minting is still ongoing?,1
2904,"yup mate, but I like the way how they transitioned to playtoOwn actually",1
2905,looks like a p2e project,1
2906,by the way did you know what nitro is?,1
2907,$0.02169,1
2908,I know most of what you have mentioned but how about Nitro? how's the market price?,1
2909,"well, I don't hold BTC yet, but I have some ETH, SOL, MATIC and the recent Nitro tokens",1
2910,what kind of a question was that hahahaha?,1
2911,haha do I looks like a holder of those?,1
2912,you hold BTC and ETH?,1
2913,Still worth bagging in,1
2914,But it still worth investing in,1
2915,Salam,1
2916,btc is still below $20k and eth is around $1.2K,1
2917,"it's perfect for those who accumulates major coins, especially we are still on bear market 👌",1
2918,and trading bots on ku coin. both of them got no trading fee until october 19,1
2919,i dont use futures trading tho. only in spot.,1
2920,"i also want to see zero fee for futures, i think that would be fun!",1
2921,but thats only applicable on spot trading,1
2922,"or if you a day trader,",1
2923,hello,1
2924,"this is best time to buy more $CDOG on bitmart exchange for long term, the project behind it is a strong platform in cybersecurity sector called Cypherdog",1
2925,"yes, i think that will be a huge help if you have large trading volume",1
2926,👋,1
2927,so you can maximize your profits,1
2928,lol ku coin will just handle all those transaction fees for eth and btc,1
2929,"that was already over tho, i dont see any connections between kucoin and btc",1
2930,and i think it's related to kucoin 5th anniversary,1
2931,i think they are talking about that bro,1
2932,👋,1
2933,is that the zero trading fee on ku coin?,1
2934,im trading in most cexs with zero fees,1
2935,"yup, 1 week is short honestly but better than nothing,",1
2936,for limited time only though. wish theyll extend it,1
2937,Utopia is freedom from government eyes guys ! Just try it out since it is awesome network.  You can download utopia app from u(dot)is .,1
2938,yeah no doubt,1
2939,Binance is the best,1
2940,anyone trading btc or eth in kucoin? they got no fees for those,1
2941,helo,1
2942,Continue Waves surprise us,1
2943,happy weekend,1
2944,I found token when I was searching new token listed on PCS it looks good for my look but I didn’t invest in it yet it called onebit ventures but I am not sure if I can invest or not it’s rising now do someone have idea,1
2945,🏀🏀🏀,1
2946,Hello everyone,1
2947,Oh I know bscs. Been investing in this launchpad for a while,1
2948,Don’t miss BSCStation if you’re looking for IDOs to invest in guys. It's a top quality launchpad with many great IDOs in its pipeline. Like Neo Fantasy just IDO yesterday,1
2949,Join and Earn your rewards right now !,1
2950,uGun gaming has started .,1
2951,"Utopia has CRP that can be mined. Tade uNS(similar to DNS) , chat , IM and a lot more . It is an all in one tool kit for private communication and transactions.",1
2952,hello,1
2953,🥰,1
2954,👋,1
2955,hello,1
2956,good afternoon,1
2957,what do think of play to own games?,1
2958,500 usd. Done,1
2959,Ok.,1
2960,help to ukraine swift iban 1$🙏 UA173220010000026205330123004,1
2961,Hi guys,1
2962,Altcoins  going up now,1
2963,Hello message me i have offer you will earn 3times a day,1
2964,Market bullish for short term,1
2965,You're everywhere,1
2966,Howdy everyone! Have a great day!,1
2967,Hello!,1
2968,"Search for $CDOG on BitMart and gold long term. Since listing, the chart has been impressive. Cypherdog focuses on providing digital data protection and protecting your confidentiality from being leaked.",1
2969,Hello,1
2970,Boutique vende en ligne,1
2971,You can't just pay first,1
2972,Hi,1
2973,Who's real here?,1
2974,Hello Bots,1
2975,Hello everyone,1
2976,Hi 👋,1
2977,Hello,1
2978,Hello,1
2979,Yea lesson to learn,1
2980,We will see what LIT coin will achieve with so many,1
2981,Hi,1
2982,I really want to buy bitcoin worth $500,1
2983,What? 🙃,1
2984,hello dm me,1
2985,"Hi all, if anyone can advise me on a couple of issues regarding crypto dm pls",1
2986,hello dm me,1
2987,Just beware of scam,1
2988,Message me !,1
2989,Message me !,1
2990,"Who got btc for sale ?
Pm me I wanna buy bitcoin 
I’m paying first",1
2991,"Hello, I am a Mikko trader in trading for over 2 years. I have access to many paid VIP channels. I do an analysis with my team on the smart money system and paid indicators. I will help you earn money without prepayment. All details in chat 💸",1
2992,Okay,1
2993,Hey,1
2994,Hey everyone,1
2995,Incase you need my service❤,1
2996,I am a software technician,1
2997,Who also here have a babydoge coin,1
2998,Asalamalakum let's buy the dip now for massive profits soon inshallah,1
2999,0xBE3951427A687ea338a9799dC2a89F74eAC5C814,1
3000,good day,1
3001,Alts especially,1
3002,or two,1
3003,For an hour,1
3004,everything,1
3005,Long,1
3006,Sounds promising,1
3007,"Good evening everyone, happy weekend, how is it going for you ?, The market wants to limit a lot of people to stop Investing in Crypto, but those who are affected are holders who doesn't believe in investment and they are reaping the fruitof their labour,
Investment is the best, ask questions",1
3008,Dogcoin up down. Tell me,1
3009,"Take your time, it's going to be a lucrative one",1
3010,I wilL have to give engaging to earn a trial,1
3011,These post have been flying on twitter,1
3012,It's all that easy 😊,1
3013,"also, adlunam offers users the ability to earn from engaging to earn",1
3014,"With us being a holder of $LUNAM token, you can participate in community IDOs",1
3015,But what do we have to participate in?,1
3016,I have the same question,1
3017,I can share my success,1
3018,MESSSSSSSSAAAGGGEEEE MEEEEEEE THANKS,1
3019,Hello,1
3020,Anyway if your platform is legit and real I don't see what's preventing you from Calling it's name here,1
3021,Same here,1
3022,How's the weekend going?,1
3023,i can't send a message to you,1
3024,"Good evening everyone, how is the weekend going, I just wanted to say hi
 Good luck",1
3025,Fxs,1
3026,Fcs,1
3027,Why,1
3028,why?,1
3029,i can't send a message,1
3030,Lol don’t,1
3031,Alright dm me,1
3032,okay kindly dm me,1
3033,Alright that's good what platform is that if you don't have sharing with me?,1
3034,no thanks i already earn in other platform,1
3035,Are you interested in making money online?,1
3036,hello,1
3037,See ya and good luck!,1
3038,"Damn I always wanted to drive a tesla
How to participate?",1
3039,Hey lilian,1
3040,"hey mate, I have free usdt for you just for joining a friendly telegram channel. Dm me for the invite link, as it's not nice to paste it in here. This offer is available only for 25 people. Thanks",1
3041,"The current BTC bear market represents the best buying opportunity in years. 

Don’t miss this opportunity!",1
3042,Hello,1
3043,I should get on one of those twitter spaces and hear for myself I suppose,1
3044,I'm really interested in NFTs mate,1
3045,hello,1
3046,Hi dear Lilian,1
3047,I've been keeping up to date on AdLunam community l.  Their weekly twitter spaces have helped me learn a lot about NFTs and the web3 space at large,1
3048,hello,1
3049,"This is the right time for this... 
And I believe for buying some serious dip too",1
3050,"Who wants to make money while your trade as your money remains on your Binance. Coinbase or Huobi.

You don’t need to send your money to anyone.

Here it’s not an investment platform.
Money stays on your Binance accounts and you begin to trade",1
3051,"Greetings I'm a certified binary trader bitcoin investment we trade ( gold, cryptocurrencies ,and crude oil),

I trade and manage binary option, account to a formidable position and I can also help you earn a minimum profit of ($11,500), in 7 day for those newbie and traders who have no clue in trading or too busy to trade, 

I can help you place profitable trades any strategies are free of cost write me if you are interested?",1
3052,Hello,1
3053,Hello,1
3054,See ya and good luck!,1
3055,"Thanks for the chance, mate!",1
3056,"Yeah, its 100 USD per piece and your chances raise exponentially you can see the multiplicator on the website… But we shouldn’t talk about it here ^^ let’s move into their TG.",1
3057,Hehe dream one. All right I’ll get a ticket.,1
3058,"Well, there is only one winner, me :P And btw the more you buy the higher your chances are.",1
3059,Ok cheers bud and may the luck be with you :D,1
3060,"I think you just need to sign up? Just have a look at the website. It’s all there. They are actually a pretty solid exchange. I think you need to purchase 100 USD ZIX token and you automatically join the raffle for the tesla. Also, they just gave away 100 K USD last week...",1
3061,Damn I always wanted to drive a tesla ^^ How to participate?,1
3062,Hey guys if anybody is up for some giveaway check this coinzix. com out.,1
3063,Looking for someone who's interested in earning online.,1
3064,🤎,1
3065,Market going down again,1
3066,tribl campaign is on going until october 20.,1
3067,plus with campaign too. up until when?,1
3068,kucoin is tier 1 and got big community so i think kucoin is fine for their first listing,1
3069,i think its a world premiere listing too in kucoin,1
3070,hope this defi project gets more exposure but kucoin is a good start,1
3071,"yep only in kucoin for now, they got campaign running too.",1
3072,is it only available in kucoin? wonder if they will be listed in other exchanges,1
3073,anyone bought tribl in kucoin?,1
3074,🤎,1
3075,Hello,1
3076,Hello,1
3077,This is why I love active and educative communities,1
3078,"Nevertheless, this is the best time to yoke up with the right company and keep learning",1
3079,The market is bad for sure,1
3080,Arbitrage trading high profitable  without any risk,1
3081,Hello,1
3082,Hi,1
3083,I do have if you want to check lets have a video call,1
3084,Try snapping with a high end phone,1
3085,Because your profile is old and blurry doesn't make mine unreal,1
3086,Unreal like your profile photo?,1
3087,hello,1
3088,1000 less commission,1
3089,"If Fxs rents 6.5 -7, don't sell it",1
3090,Why the odd number and it sounds unreal,1
3091,Dm me,1
3092,hi,1
3093,Hello,1
3094,Looking for someone who's interested in earning online.,1
3095,Hello,1
3096,I don’t ask for money from anyone,1
3097,Would you agree to check this business opportunity,1
3098,What if I tell you can make money while your money stays on Binance,1
3099,hello,1
3100,Dm me sir,1
3101,hello,1
3102,message me,1
3103,hello,1
3104,Anyone to teach me Binance trading please,1
3105,🤎,1
3106,Mdx ?,1
3107,Does anyone know how many close they made it looks like there is a movement again,1
3108,"Welcome to ICO SPEAKS NEWS

 • ICO
 • IEO
 • DeFi
 • News

ICO SPEAKS NEWS is a crypto telegram channel that offers subscribers only the best news on blockchain technology, ICO/NFT/DEFI, Airdrops, token sales, and the latest cryptocurrency news. 

This Channel is great for many crypto enthusiasts who are looking to gain major insight into the market and the latest projects.


https://icospeaks.com/the-best-crypto-telegram-groups-and-channels#icospeaksnews",1
3109,I found a usdt project with no investment and no risk and can get profit every day.,1
3110,hello,1
3111,👋,1
3112,Yes right,1
3113,I’m good hope you too,1
3114,How are you,1
3115,Good morning,1
3116,Hello,1
3117,What,1
3118,Hi,1
3119,Its your own mater,1
3120,Acga,1
3121,good afternoon,1
3122,"PROOF of GAMBLES BSC

Are you sick with those who are promising too much and fake utilities? 
Just join us ProofOfGambles 

LET'S MOON TOGETHER WITH BIG SMILES🚀🚀🚀",1
3123,The bear market is the ideal time to invest in fundamentally strong projects that could boom in the bullrun .,1
3124,Good morning,1
3125,Hello,1
3126,Thank you so much,1
3127,Welcome brother,1
3128,Hello I am new here,1
3129,"Hello everyone part time job 
Network marketing
WhatsApp number message Karo 8470874043",1
3130,😘,1
3131,😘,1
3132,About gamefi in testnet server free to test if you in top 50 players ranking you will get prize in pool 3k$ token $HUB,1
3133,😊,1
3134,Hi,1
3135,I hope the project will grow more is the right time to join the biggest community in this field. The team will be able to bring the project to a new level in the near future.,1
3136,👋,1
3137,"OOKI there are nice moves, it seems like you can stay tuned",1
3138,"Want a Lifehack? 

When market is in  in red I always check the channel of one legendary bitcoin billionaire. He is the most legendary bear among crypto traders. 

Just make search for ""ArdoinoFund"" in Telegram  and you will find a link to his official channel.  He warned about the recent DIP and saved his subscribers a lot of money. 

I tried many signals before and the success ratio was around 40-60%. His signals work in 90% of cases.  The best results among all signals I tried before.

I started to trade with 0.75 BTC and now have around 4.02 BTC using his signals. I don't know how long he will share his insider info but his signals still work perfectly.",1
3139,"To those who know how to use whatsap so well and wants to make a living.

Get paid for working on WhatsApp",1
3140,so what do you think about play to own games?,1
3141,Anybody  want to buy website related to cryptocurrency,1
3142,Heard of it. They reached the all time high market cap! Baby Tsuka's name is already on board. You can check it at DwagonERC,1
3143,Do you know Dwagon NFTs? they sell their adorable and charming nft in just 2days! I have you seen any of this? this is Baby Tsuka.,1
3144,"Good morning, as we all know that the market is bad now, bi despite all that I still win, that's life, we all should stop holding crypto currency, we should all make investment",1
3145,lowkey want to get a hold of that hiOD and probably take profits before long term hold,1
3146,then I will get more FT,1
3147,I might have to sell some of my altcoins to get funds lol,1
3148,but if you can join all of them rounds then why not 😂,1
3149,the 2nd and the 3rd round are reason to join in,1
3150,"Yes, if you have a lot of FT you can be whitelisted for the 1st round",1
3151,Dm,1
3152,since Im a fan of otherdeed NFTs as well,1
3153,"but I guess I could join again this time, just need to grab more FT perhaps",1
3154,already? damn I have lost track,1
3155,hello,1
3156,they have come a long way lol,1
3157,this token sale with hiod is going to be their 9th fractionalized token,1
3158,are they on the 8th already?,1
3159,how many tokens have they done so far btw?,1
3160,💝,1
3161,and there will be 3 rounds too,1
3162,for now you can start buying FT to be eligible,1
3163,subscription for hiod from otherdeed will be happening on the 18th,1
3164,what nft etf is fracton having these days?,1
3165,NFT ETF you mean? lol,1
3166,hello,1
3167,its a thing with fracton protocol and kucoin,1
3168,Ever heard of buying a portion of an NFT? which means cheaper price?,1
3169,Good morning,1
3170,Looking for a scammerless company to invest 974 usd please dm,1
3171,Reef,1
3172,Ok good morning and how are you evening,1
3173,Market can be dump,1
3174,hello,1
3175,😧,1
3176,Hey,1
3177,Hey,1
3178,👋,1
3179,🤗,1
3180,lol 😆,1
3181,Looking for a scammerless company to invest 974 usd please dm,1
3182,Y si funciona?,1
3183,🤗,1
3184,Chetorre?,1
3185,👋,1
3186,Salam,1
3187,hellu,1
3188,Monster era is so fragrant and reputable nph plays this child never loses testnet and still gives a lot of rewards,1
3189,"You need a gem and an app that protects you from cyber attack and data attack. Check out Cypherdog, a cybersecurity tech project that provides digital data protection and protects users confidentiality",1
3190,Hello everyone! ❤️😊,1
3191,Any predictions on btc for today and tomorrow?,1
3192,"Xrd on Mexc, bitfinex, ascendex, xtcom, lbank, white bit, and bitmart",1
3193,"Babylon for radix roadmap. You can check their roadmap first, cause it's worth",1
3194,Where's it listed anyway?,1
3195,What's Babylon?,1
3196,Because radix always keeps the community updates by giving reguler report,1
3197,Babylon will be launched on next Q1. Let's wait for the next update dude,1
3198,alphanet was live last weeks. And everyone are waiting for Babylon,1
3199,I know radix is worth to keep an eye on! It grows faster for the community and ecosystem,1
3200,Hi,1
3201,And it has strong community also strong team as well,1
3202,"Radix has better scalability, low fee, fast transaction compared to other projects",1
3203,What's technology on radix then?,1
3204,No wonder it's so familiar on me so far,1
3205,It's on messari mainnet and token 2049 too last weeks,1
3206,"Radix is L1 it's so popular even coin desk, CT also covered fpr radix technology",1
3207,What's radix? Any idea?,1
3208,"Definitely, it's good time to enter the market right",1
3209,I also still into radix here because I can see its potential,1
3210,Yes. Never fomo but take the good opportunity,1
3211,"It's another dip, and sell when it's pumping again. Enjoy the market while you can",1
3212,Buy dude,1
3213,Btc sell or buy,1
3214,Good morning,1
3215,Good,1
3216,Good morning,1
3217,Hello,1
3218,Hey guys,1
3219,I inherited a fortune of 10 million dollars what to do with sir I want to advise them,1
3220,Hi,1
3221,Hello,1
3222,Usdt needed at good rates,1
3223,Hello,1
3224,alright. I'll be checking it out as well.,1
3225,Yup!  exactly.,1
3226,that's so great! 😊,1
3227,You can check on their website or in Terra Virtua marketplace.,1
3228,Cool! Where to check their cars?,1
3229,"Yeah, you're right. F1 racing but in a 3D effect. 😊",1
3230,oh car racing game. Like F1?,1
3231,"It's a skill-based car racing game, where the play-to-own experience really begins.. Players get to drive their NFT cars on the track and race against each other.",1
3232,what about it?,1
3233,Yup! Exactly. As good as Nitro Leagues which is will be launching this month their Nitro Arcade.,1
3234,"alright, this one sounds good.",1
3235,"Actually, they have so many ways to earn on this project, you can also interact with your favorite athletes to learn and earn at the same time.",1
3236,"Oh, that's interesting. How to do earnings here?",1
3237,"Hi.
I am a Senior Full-Stack & Blockchain Engineer.
I have over 9 years of experience in website, web apps, software development and over 3 years of experience in blockchain.

As a senior developer, I have extensive knowledge and experience in 
● Frontend : HTML, CSS/SCSS, Bootstrap/Tailwind/Material UI, React.js/Angular.js/Vue.js
● Backend : PHP/Laravel, Node.js/Express.js, Python/Django/C#
● Blockchain : Web3.js/Ether.js, Solidity/Rust, Truffle/ Hardhat, DAPPS, NFT Marketplace, Crypto Games
● Database : MySQL, SQLite, MongoDB, Amazon DynamoDB, PostgreSQL
● PM Tools : Github, Gitlab, Trello, Jira
● Services : Firebase, AWS, Azure, Amplify, Bluehost
● Others : Figma, Adobe XD, Photoshop, Twilio, Linux

Please check it and let me know if you're interested and looking for a dev.",1
3238,All about sports. It's a sports metaverse platform led by professional athletes and has real-world rewards.,1
3239,what is it all about?,1
3240,"Oh, that's nice! I think you wanna check out LootMogul since you are into sports.",1
3241,Both.,1
3242,I think you love sports. Or you're a fan of Lebron James?,1
3243,"Hehe thanks, buddy.",1
3244,Hello,1
3245,"hey, buddy. I like your bron ape NFT",1
3246,what's up,1
3247,"Yes, I participated in the invite contest, the loopz Nft is what I am looking at getting for myself",1
3248,Hello,1
3249,Hello,1
3250,Also selling pies wallet with 95 pies,1
3251,I am a promotion member of the SFC member of the SFC project. You only need a mobile phone to complete the operation and bring in 100 to 200 US dollars income a day. Tell me if you are interested.,1
3252,is anyone intrested in earning metaforce??? Dm me,1
3253,Hello! who want's to invest on SFC platform?,1
3254,Dm,1
3255,hello,1
3256,Let's check out ethereumTwo,1
3257,Waiting for the eth2,1
3258,Clv,1
3259,"EthereumTwo (ETH 2.0)

High speed, Low fee, ETH2.0 tech blockchain ecosystem with POA consensus protocol .

ETH PROJECT 😇
Tax :3% 

Launching In 15 Minutes 

Join : EthereumTwo",1
3260,hi,1
3261,"ETHEREUM 2.0

Fair Launch In 30 Minutes

High speed, Low fee, ETH 2.0 tech blockchain ecosystem with POA consensus protocol integrated with projects across DeFi, NFTs, WEB3, dApps, GameFi, Metaverse, Smart contracts etc. with adding ETH 2.0 tech for anonymity, scaling, privacy, security to holders.

Tg : EthereumTwo",1
3262,Check Utopia privacy coin is available in 1856 online marketplaces.  Check it out on CMC and CG.,1
3263,Utopia's main priority is their ecosystem and services that are extremely secure and have a high level of privacy. As anonymity it is also the fast way to anonymous transactions with low fees.,1
3264,"Hello, everyone! I am a crypto expert from 2017 and have worked on several defi projects and nft based game development.
I am experienced in RUST, C, Solidity for different protocols like Solana, Polkadot, Ethereum, Cardano, and Binance Smart Chain.
I am looking for a developer position for blockchain related projects and if you are interested in getting someone for a project, please let me know.",1
3265,Have messaged you,1
3266,Ok,1
3267,Be careful lots of scammers out there tho,1
3268,If you have and want to sell then message me right now,1
3269,Bitcoin,1
3270,Buy what exactly?,1
3271,"Highly recommended exchange for your privacy coin. Use Crypton exchange for anonymous transaction. First native service ecosystem of Utopia. Private, Secure, and Untraceable.",1
3272,I want to buy,1
3273,Looking for where and how to invest your money feel free to invest wisely DM for more information,1
3274,Hi,1
3275,hello,1
3276,"Reaching any goal in trading requires specific domain knowledge and technical skills. But then, after that, it's all mindset management. Yet most people ignore that —they automatically think they have that last part all figured out, and it's a mistake.
Don't ever make the mistake of believing that market success has to come to you fast. Trade small, stay in the game, persist, and eventually, you'll reach a satisfying level of proficiency.",1
3277,Hello,1
3278,Hola,1
3279,I will be watching this project too and if the sale is successful then it will be a real indicator of future prospects.,1
3280,Do you need your bitcoin recovered? Or or you find difficulties in investing and withdrawing. Please just Send a DM,1
3281,Dm me,1
3282,ho,1
3283,"its more than good, dude! Ideal game for haters😈",1
3284,Hi,1
3285,Great,1
3286,hi,1
3287,"what do you guys think about hate race? saw about this game online, is it any good?",1
3288,Hello everyone good evening 🤲,1
3289,"We're school donations for our classmate in college. We look forward to your support as much as you want to help.

Bnb adress:

0x0058bad02c93187ac8c7a7eccd12b9c05ff73630",1
3290,Hello,1
3291,Where is the admin,1
3292,hiiiiiiiiiiii,1
3293,Hello everyone 😘,1
3294,A good platform to work with. I tested and trusted,1
3295,Hello,1
3296,Hello,1
3297,How did you know about them?,1
3298,.com,1
3299,doubleinvestmentpro,1
3300,Good day everyone may your day be amazing and stress free,1
3301,I'm new here what's is this group all about please,1
3302,Hey,1
3303,😊,1
3304,Hello 👋,1
3305,Good evning,1
3306,Good by to everybody i live this earth,1
3307,Ha,1
3308,Hello guys,1
3309,Assalamualaikum,1
3310,Market high volatile now up and down,1
3311,Of course,1
3312,Hi,1
3313,Can you teach how to mine btc 🥺,1
3314,Where are you from?,1
3315,Hope you good,1
3316,hello,1
3317,Hi,1
3318,I do,1
3319,hello dm me,1
3320,"Leave me a text for the best trades for your Bitcoin at the moment Bitcoin is at $19k margin, getting in at this time and making favorable trades is the best approach now, text me if you’re interested",1
3321,😘😘,1
3322,Failed,1
3323,"It's really amazing,",1
3324,Who knows how to trade,1
3325,My binance account,1
3326,👋,1
3327,I just earn $100000 from,1
3328,👋,1
3329,dm me,1
3330,Dm,1
3331,Hello everyone here,1
3332,Looking for someone who's interested in earning online.,1
3333,hello,1
3334,good evening,1
3335,hello,1
3336,"OG SQUIDGROW is flying rn 
Take a look the chart, it’s very bullish",1
3337,KWAN2 token is available on tokpie exchange paired with usdt for trading and liquidity starting on 10/16/2022. KWAN2 is ran by a United nations ngo branch registered disability rights organization in BMFA to benefit autism and mental health advocacy programs. We are not accredited by the United nations but are a licensed charity in state of Florida.,1
3338,hello,1
3339,Can dm you. Dm me,1
3340,"hey mate, I have free usdt for you just for joining a friendly telegram channel. Dm me for the invite link, as it's not nice to paste it in here. This offer is available only for 25 people. Thanks",1
3341,How are doing,1
3342,👋👋👋,1
3343,hello,1
3344,Hi,1
3345,👋,1
3346,"Nice.  I use this once you’ve mentioned too and I use rust, python and Java also",1
3347,Binance account available for sell. Fully varified,1
3348,🤎,1
3349,"Mdx what did you do, let's see where this coin will take the near news",1
3350,Do you want to earn money by just playing game? I can teach you fastest way to make money and it can triple your earnings.  Message me 😉,1
3351,Then dm me,1
3352,Anyone want free crypto signals and analysis and Market update,1
3353,Lets earn 3times a day every 8 hours using Crypto message me how !,1
3354,Hi,1
3355,"Anyone who knows how to use whatsap so well and wants to make a living. 

Dm for business in interested",1
3356,I have a cool business if you're interested just chat me pervert if you are a boy or a man or a girl just chat me pervert,1
3357,Chat me pervert,1
3358,❤️,1
3359,hello,1
3360,Hello,1
3361,AGIX eating volume on Binance. Who managed to bought it on cheap?,1
